3.8000000000000025,1.25,nan,nan
3.9000000000000026,nan,nan,nan
3.0000000000000018,1.2157391304347824,nan,nan
2.7000000000000015,1.2582319255547603,nan,nan
2.8000000000000016,1.244428772919605,nan,nan
2.4000000000000012,1.2654565792149683,nan,nan
2.6000000000000014,1.2621023513139695,nan,nan
1.0,1.3001611603545529,1.3001611603545529,2.827900912646675
2.5000000000000013,1.2703327171903882,nan,nan
3.100000000000002,1.2055296675986331,nan,nan
2.300000000000001,1.2805895933226779,nan,nan
2.9000000000000017,1.226792598303778,nan,nan
1.2000000000000002,1.2947443181818181,1.3236355914206839,2.8179802955665023
3.300000000000002,1.186703431372549,nan,nan
1.9000000000000008,1.2881981032665963,1.5667254556143444,nan
3.200000000000002,1.193991046831956,nan,nan
1.4000000000000004,1.298141719420053,1.4115323854660347,2.8387364921030755
3.7000000000000024,1.1576107899807322,nan,nan
3.500000000000002,1.1733810091378625,nan,nan
1.3000000000000003,1.3074654190398698,1.3817789879736782,2.837174940898345
1.1,1.3002220876236625,1.3072129137719657,2.854853072128228
3.400000000000002,1.179288784681516,nan,nan
3.6000000000000023,1.1533333333333333,nan,nan
2.200000000000001,1.281385039487409,1.6371345029239763,nan
1.8000000000000007,1.2973924562504358,1.5415593336767988,nan
1.5000000000000004,1.2900904605263157,1.4596619897959184,2.768326417704011
1.7000000000000006,1.297302947940623,1.5412926391382407,nan
2.100000000000001,1.2883485639686685,1.6297134238310707,nan
2.000000000000001,1.2919775456548,1.5932629462041226,nan
1.6000000000000005,1.2963462736142828,1.5088529638183217,2.610275689223058
